A1,A2,A3,A4,A5,A6,a7,A8,A9,a10,a11,a12,a13,a14,a15,Target
1,-0.847218,-0.321429,-1,-1,0.232432,-1,-0.885965,-1,-1,-0.820896,-1,-1,-0.96,-0.988,1
-1,-0.639098,-0.964286,-1,-1,-1,-1,-0.897544,-1,-1,-0.850746,-1,-1,-0.688,-1,1
1,-0.674286,-0.952143,-1,-1,0.848649,-0.75,-0.877193,-1,1,-1,1,-1,-0.6,-1,-1
-1,-0.824662,-0.958214,-1,-1,1,1,-1,1,-1,-0.910448,1,-1,-0.65,-0.98462,-1
-1,-0.506165,-0.9225,0,0,-1,-1,-0.997193,1,1,-1,1,-1,-0.83,-0.99642,-1
-1,-0.513684,-0.868929,-1,-1,-1,-0.75,-0.695789,-1,1,-1,1,-1,-0.74,-0.996,1
1,-0.180451,-0.854286,0,0,0.081081,-0.75,-0.991228,-1,-1,-0.313433,-1,-1,-0.545,-0.97528,1
-1,-0.238195,-0.571429,-1,-1,-0.07027,-1,-0.909474,-1,-1,-0.850746,-1,-1,-0.892,-0.97806,1
-1,-0.79188,-0.910714,0,0,-1,-0.75,-0.903509,-1,-1,-0.910448,-1,-1,-0.86,-0.9958,-1
1,0.190376,-0.988214,-1,-1,1,1,-1,1,1,-1,-1,1,-0.938,-0.99946,-1
-1,-0.378346,-0.696429,-1,-1,-0.535135,-0.5,-0.77193,-1,-1,-0.940299,1,-1,-0.726,-0.9878,1
1,-0.721805,-0.160714,-1,-1,0.383784,-0.75,-0.964912,-1,-1,-0.940299,-1,-1,-0.7,-0.98898,1
-1,0.553985,-0.214286,-1,-1,0.697297,0.25,0.403509,-1,-1,-0.791045,-1,-1,-0.978,-1,1
1,-0.581353,-0.892857,-1,-1,-0.07027,-1,-0.859649,-1,1,-1,1,1,-0.632,-1,-1
-1,0.283308,1,0,0,-1,-1,1,-1,-1,0.19403,1,-1,-1,-0.9997,1
-1,-0.055038,-0.892857,-1,-1,-1,-1,-0.824561,-1,1,-1,-1,-1,-0.86,-1,-1
-1,-0.749474,-0.940714,-1,-1,-1,-0.75,-0.84807,1,1,-1,-1,-1,-0.872,-1,1
-1,-0.464115,-0.714286,-1,-1,0.383784,-1,-0.649123,-1,-1,-0.910448,-1,-1,-0.71,-0.95442,1
-1,-0.250526,-0.985,-1,-1,-0.221622,-1,-0.994035,-1,1,-1,-1,-1,-0.72,-1,1
-1,-0.461053,-0.940714,-1,-1,0.383784,-1,-0.906316,-1,-1,-0.761194,-1,-1,-0.697,-0.9342,1
-1,-0.576541,-0.892857,-1,-1,0.232432,-1,-0.842105,1,-1,-0.970149,-1,-1,-0.9,-0.99994,-1
-1,0.077594,0.357143,-1,-1,1,1,-1,-1,-1,-0.970149,1,-1,-0.906,-1,-1
-1,-0.699248,-0.142857,-1,-1,-1,-1,-0.853684,1,1,-1,1,1,-0.92,-1,-1
-1,-0.516391,-0.854286,0,0,0.383784,-0.75,-0.997193,1,1,-1,1,-1,-0.872,-0.99998,-1
-1,-0.857143,-0.857143,-1,-1,-0.535135,-1,-0.894737,-1,-1,-0.940299,1,-1,-0.88,-0.994,1
-1,0.794586,0.267857,-1,-1,1,1,-1,-1,1,-1,-1,-1,-1,-1,1
-1,-0.719398,-0.821429,-1,-1,-1,-1,-0.92386,-1,-1,-0.671642,-1,-1,-0.94,-0.95632,1
-1,-0.353383,-0.773929,-1,-1,0.383784,-0.75,-0.736842,-1,1,-1,-1,-1,-0.32,-1,-1
1,-0.779549,-0.642857,0,0,1,1,-1,1,1,-1,1,-1,-1,-1,-1
1,-0.731729,-0.5,-1,-1,-1,-1,-0.988421,1,1,-1,1,-1,-0.84,-1,-1
-1,-0.719398,-0.178571,-1,-1,-0.535135,-1,-0.754386,-1,-1,-0.731343,1,-1,-0.944,-0.98516,1
-1,-0.924812,-0.940357,-1,-1,-0.07027,-1,-0.994035,-1,1,-1,1,1,-0.8,-1,-1
1,0.022556,-0.428571,-1,-1,-1,-1,-0.447368,-1,-1,-0.820896,-1,-1,-1,-0.9748,1
-1,-0.882105,-0.681429,-1,-1,-1,-1,-0.982456,1,1,-1,1,1,-0.92,-1,-1
-1,-0.729323,-0.214286,-1,-1,0.081081,-1,-0.824561,-1,-1,-0.791045,-1,-1,-0.9,-0.98382,1
-1,-0.548872,-0.916786,-1,-1,-0.221622,-1,-0.964912,-1,1,-1,1,1,-0.72,-1,-1
1,-0.802105,-0.285714,-1,-1,-1,-0.75,-0.929825,-1,-1,-0.880597,1,-1,-0.95,-0.9707,1
-1,-0.456241,-0.821429,-1,-1,0.848649,-1,-0.473684,-1,1,-1,-1,-1,-0.477,-1,-1
1,-0.824662,-0.9525,0,0,-1,-1,-0.929825,1,-1,-0.970149,1,-1,1,-0.99996,-1
1,-0.661654,-0.119286,-1,-1,-1,-0.75,-0.754386,-1,-1,-0.820896,1,-1,-0.6,-0.99084,1
-1,-0.117895,-0.973214,0,0,-1,-1,-0.973684,-1,-1,-0.761194,-1,-1,-0.7,-0.99676,1
-1,-0.212932,-0.642857,-1,-1,-0.535135,-0.5,-0.985263,1,1,-1,1,-1,-0.45,-1,-1
1,-0.185564,-0.285714,-1,-1,0.081081,-0.75,-0.877193,-1,1,-1,1,-1,-0.971,-0.98326,1
-1,0.466165,-0.089286,0,0,-1,-0.75,-0.649123,-1,1,-1,1,-1,-0.888,-1,-1
1,-0.79188,-0.785714,-1,-1,0.081081,-1,-0.988421,-1,-1,-0.910448,1,-1,-0.9,-0.99988,1
-1,-0.14797,-0.925714,-1,-1,0.232432,-1,-0.649123,-1,-1,-0.820896,-1,-1,-0.5,-0.8,1
-1,-0.746767,-0.133929,-1,-1,-1,-1,-0.765965,1,-1,-0.940299,-1,-1,-0.82,-0.99654,-1
1,-0.308271,-0.663571,-1,-1,1,1,-1,1,1,-1,1,-1,-0.84,-1,-1
1,-0.24812,-0.892857,-1,-1,1,1,-1,1,1,-1,1,-1,-0.924,-1,-1
-1,-0.781955,-0.785714,0,0,-0.837838,-1,-0.92386,-1,-1,-0.761194,-1,-1,-0.84,-0.99998,1
-1,-0.464115,-0.973214,-1,-1,-0.837838,-1,-0.938596,-1,1,-1,-1,1,-0.072,-1,-1
1,-0.676692,-0.964286,-1,-1,0.081081,-0.75,-0.894737,-1,1,-1,1,-1,-0.72,-0.98352,1
-1,-0.744361,-0.967143,-1,-1,-0.221622,-1,-0.991228,1,1,-1,-1,-1,-0.72,-0.9989,-1
-1,0.037594,0.791786,-1,-1,0.232432,-1,-0.877193,-1,-1,-0.910448,1,-1,-0.88,-0.99972,1
-1,-0.576541,-0.928571,0,0,-0.837838,-0.75,-0.789474,1,1,-1,1,-1,-0.824,-0.98926,-1
-1,-0.887218,0.571429,1,-1,1,-0.69514,-1,1,1,-1,-1,0,-0.55,1,1
-1,-0.799398,-0.868929,-1,-1,-1,-1,-0.842105,-1,-1,-0.970149,1,-1,-0.9,-0.997,1
0,-0.41594,-0.839286,0,0,-1,-1,-0.754386,1,1,-1,-1,-1,-0.8,-0.99718,-1
1,-0.796992,-0.154643,-1,-1,-1,-0.75,-0.578947,-1,1,-1,1,-1,-0.66,-1,1
1,-0.736842,-0.392857,-1,-1,0.081081,-1,-0.877193,-1,-1,-0.701493,1,-1,-0.92,-0.9802,-1
-1,-0.52391,-0.660714,-1,-1,-0.07027,-1,-0.859649,1,-1,-0.970149,-1,-1,-0.54,-0.99864,-1
-1,-0.112782,-0.785714,-1,-1,0.081081,-0.75,-0.578947,-1,-1,-0.671642,1,-1,-0.92,-1,1
-1,-0.766917,-0.303571,-1,-1,-1,-1,-0.982456,-1,1,-1,1,-1,-0.86,-1,-1
1,-0.661654,-0.214286,0,0,0.848649,-1,-0.684211,-1,1,-1,1,-1,-0.88,-1,-1
-1,-0.533835,0.056429,-1,-1,0.848649,-1,-0.646316,-1,-1,-0.850746,-1,-1,-0.832,-1,1
-1,0.005113,-0.583214,-1,-1,0.232432,-1,-0.614035,1,1,-1,1,-1,-0.535,-0.997,-1
-1,-0.83218,-0.220357,-1,-1,-1,-0.5,-0.958947,1,-1,-0.940299,-1,-1,-0.8,-0.99986,-1
-1,-0.721805,-0.946429,-1,-1,-0.07027,-1,-0.964912,1,1,-1,-1,1,-0.68,-1,-1
-1,-0.115188,-0.642857,-1,-1,-0.535135,-0.5,-0.842105,1,1,-1,-1,-1,-0.859,-1,-1
1,-0.366015,-0.910714,0,0,-0.535135,-0.75,-0.964912,1,1,-1,-1,-1,-0.84,-1,-1
-1,-0.230677,-0.580357,-1,-1,-1,-0.75,-0.298246,-1,-1,-0.58209,-1,-1,-0.601,-1,1
-1,-0.385865,-0.803571,-1,-1,-0.535135,-0.5,-0.824561,1,1,-1,-1,-1,-0.768,-0.996,-1
-1,-0.854737,-0.265,-1,-1,1,1,-0.970877,1,1,-1,1,-1,-0.92,-1,-1
-1,-0.789474,-0.636786,0,0,-0.372973,-1,-0.979649,1,1,-1,1,-1,-0.86,-0.99632,-1
1,-0.464115,-0.196429,-1,-1,1,1,-1,1,1,-1,1,-1,-0.815985,-0.896,-1
-1,-0.385865,-0.345,-1,-1,-1,-1,-0.684211,-1,-1,-0.641791,-1,-1,-1,-0.99558,1
-1,-0.754286,-0.964286,-1,-1,-1,-1,-0.991228,1,1,-1,1,-1,-0.64,-1,-1
1,-0.654135,-0.035714,0,0,1,1,-0.859649,1,-1,-0.970149,-1,-1,-0.8,-0.99998,-1
1,-0.731729,-0.943571,-1,-1,-0.535135,-1,-0.994035,1,1,-1,1,-1,-0.856,-1,-1
-1,0.28812,0.321429,-1,-1,-0.837838,-0.5,0.052632,-1,-1,-0.492537,-1,-1,-1,-1,1
-1,-0.212932,-0.556429,-1,-1,0.081081,-1,-0.997193,-1,-1,-0.970149,1,-1,-0.8,-0.994,1
-1,-0.320902,-0.848214,0,0,0.232432,-1,-0.994035,-1,-1,-0.970149,1,-1,-0.95,-0.97626,1
-1,-0.406015,-0.875,-1,-1,0.383784,-0.75,-0.684211,-1,-1,-0.880597,-1,-1,-0.747,-0.98286,1
-1,-0.641504,-0.979286,0,0,-1,-1,-0.894737,1,1,-1,-1,-1,-0.84,-1,-1
1,-0.669173,-0.023929,-1,-1,0.081081,-0.75,-0.894737,1,1,-1,1,-1,-0.72,-0.99998,-1
-1,-0.601504,-0.946429,-1,-1,-1,-0.75,-0.701754,-1,-1,-0.910448,-1,-1,-0.688,-0.997,1
-1,-0.56391,-0.64,0,0,-1,-0.5,-0.894737,-1,-1,-0.761194,-1,-1,-0.856,-0.99986,1
-1,-0.471278,0.392857,-1,-1,-1,-1,-0.508772,-1,-1,-0.522388,1,-1,-1,-0.9,1
-1,-0.633985,-0.9375,-1,-1,-0.221622,-1,-0.973684,1,-1,-0.940299,-1,-1,-0.826,-0.99994,-1
-1,-0.481203,-0.851071,-1,-1,-1,-1,-0.994035,1,1,-1,1,-1,-0.7,-1,-1
-1,-0.689323,-0.357143,-1,-1,0.848649,-1,-0.982456,1,1,-1,-1,-1,-1,-1,-1
1,-0.278195,-0.607143,-1,-1,0.081081,-1,-0.991228,-1,1,-1,-1,-1,-0.772,-1,1
-1,-0.766917,-0.178571,-1,-1,-0.535135,-1,-0.964912,-1,1,-1,-1,-1,-0.9,-0.99864,-1
-1,-0.884812,-0.285714,-1,-1,0.232432,-0.75,-0.988421,1,-1,-0.970149,1,-1,-0.88,-0.99998,-1
1,0,-0.071429,-1,-1,-0.535135,-0.5,-0.637544,-1,-1,-0.731343,-1,-1,-1,-1,1
-1,-0.796992,-0.285714,0,0,-1,-1,-0.824561,-1,1,-1,1,1,-0.96,-1,1
-1,-0.285714,-0.919643,0,0,-0.837838,-1,-0.894737,1,1,-1,-1,-1,-0.569,-1,1
1,-0.393383,-0.886786,0,0,1,1,-1,-1,1,-1,1,-1,-0.68,-1,-1
1,-0.739248,-0.595357,-1,-1,0.081081,-1,-0.818596,-1,-1,-0.791045,1,-1,-0.871,-0.93486,1
-1,-0.721805,-0.946429,-1,-1,-0.07027,-1,-0.964912,-1,1,-1,-1,1,-0.68,-1,-1
-1,-0.894737,-0.785714,-1,-1,-0.221622,-1,-0.997193,1,1,-1,-1,-1,-0.84,-0.9992,-1
-1,-0.674286,-0.910714,-1,-1,-1,-1,-0.982456,1,1,-1,1,-1,-0.89,-1,-1
-1,-0.328421,-0.818571,-1,-1,1,1,-1,1,1,-1,1,-1,-1,-0.98,-1
-1,-0.320902,-0.729286,-1,-1,0.232432,-1,-0.918246,-1,1,-1,-1,-1,-0.8,-1,-1
1,-0.170526,-0.928571,-1,-1,-0.535135,-0.5,-0.842105,-1,1,-1,-1,-1,-1,-0.994,1
-1,0.02015,-0.979286,-1,-1,-1,-0.5,0.052632,-1,-1,-0.402985,1,-1,-1,-0.7,1
1,-0.551278,-0.925714,-1,-1,-1,-1,-0.824561,-1,-1,-0.850746,-1,-1,-0.7,-0.9714,1
-1,-0.679098,-0.857143,-1,-1,0.697297,0.5,-0.988421,1,-1,-0.940299,1,-1,-0.68,-0.974,-1
-1,-0.571429,-0.785714,-1,-1,0.232432,-1,-0.947368,1,1,-1,-1,-1,-0.7,-0.99866,-1
-1,-0.704361,-0.940357,-1,-1,-0.535135,-0.75,-0.994035,1,1,-1,-1,-1,-0.78,-0.9999,-1
1,-0.836992,-0.613214,-1,-1,-0.535135,-0.75,-0.979649,1,1,-1,1,-1,-0.92,-0.99032,-1
1,-0.596391,-0.910714,-1,-1,1,1,-1,1,-1,-0.970149,1,-1,-0.908,-0.994,-1
-1,-0.60391,-0.839286,-1,-1,-0.535135,-0.5,-0.964912,1,1,-1,-1,-1,-0.36,-0.92,-1
-1,0.02015,-0.821429,-1,-1,-0.07027,-0.5,-0.824561,-1,-1,-0.641791,-1,-1,-0.59,-0.9498,1
1,-0.787068,-0.964286,0,0,0.697297,0.5,-0.929825,1,1,-1,1,-1,-0.74,-1,-1
